Tool_Type,Brand,Tool_Age_Days,Days_Since_Last_Cal,Total_Checkouts,Total_Usage_Hours,Avg_Duration_Hours,Unique_Users,Past_Failures,Env_Stress_Index,Criticality_Score,Maintenance_Cost,Label_Recommended_Days_Until_Cal
Borescope,Bosch,594,256,84,817.5,9.7,20,0,35,2,59.4,9
Digital Torque Wrench,Makita,724,247,187,139.2,0.7,38,0,80,5,72.4,-2
Hydraulic Pump,Makita,1109,34,52,424.1,8.2,20,1,71,2,260.9,112
Borescope,Bosch,1424,249,36,262.3,7.3,23,1,3,2,292.4,20
Digital Torque Wrench,Facom,532,279,86,157.8,1.8,28,0,9,5,53.2,8
Borescope,Fluke,1182,99,136,1546.8,11.4,83,4,18,2,718.2,17
Digital Torque Wrench,Bosch,1252,159,181,345.7,1.9,131,0,71,5,125.2,-7
Borescope,Makita,582,144,58,327.3,5.6,28,0,93,2,58.2,2
Digital Torque Wrench,Bosch,1055,255,46,178.5,3.9,19,0,41,5,105.5,18
Borescope,Fluke,977,287,34,87.0,2.6,21,2,76,2,397.7,17
Digital Torque Wrench,Snap-on,1015,73,81,236.6,2.9,46,2,66,5,401.5,91
Hydraulic Pump,Fluke,426,72,94,909.7,9.7,34,0,52,2,42.6,89
Digital Torque Wrench,Fluke,402,244,94,214.6,2.3,40,0,46,5,40.2,8
Borescope,Fluke,841,180,103,568.6,5.5,40,1,38,2,234.1,5
Digital Torque Wrench,Facom,443,244,199,187.8,0.9,69,1,72,5,194.3,14
Hydraulic Pump,Bosch,1173,343,115,822.9,7.2,72,2,58,2,417.3,11
Hydraulic Pump,Makita,1604,281,140,298.3,2.1,44,1,67,2,310.4,10
Multimeter,Bosch,925,74,69,472.3,6.8,24,2,92,2,392.5,82
Multimeter,Fluke,467,309,108,799.9,7.4,60,1,83,2,196.7,10
Borescope,Bosch,1610,62,124,963.8,7.8,54,0,3,2,161.0,61
Borescope,Fluke,1721,46,131,1251.9,9.6,44,1,49,2,322.1,96
Hydraulic Pump,Fluke,462,357,130,1466.2,11.3,65,0,77,2,46.2,17
Digital Torque Wrench,Snap-on,200,230,141,148.3,1.1,106,0,1,5,20.0,-3
Hydraulic Pump,Bosch,1600,250,135,1208.8,9.0,55,1,72,2,310.0,22
Pneumatic Drill,Snap-on,432,179,320,939.0,2.9,159,1,120,3,193.2,18
Pneumatic Drill,Makita,1614,72,457,2817.6,6.2,248,1,41,3,311.4,62
Pneumatic Drill,Facom,1145,356,164,368.5,2.2,94,1,29,3,264.5,10
Pneumatic Drill,Fluke,497,305,121,263.9,2.2,26,1,90,3,199.7,18
Borescope,Makita,1494,195,43,64.7,1.5,27,0,35,2,149.4,4
Digital Torque Wrench,Facom,1518,2,141,408.7,2.9,86,2,56,5,451.8,149
Hydraulic Pump,Snap-on,1011,141,28,200.4,7.2,20,0,59,2,101.1,6
Hydraulic Pump,Makita,964,236,127,611.8,4.8,62,1,55,2,246.4,-2
Pneumatic Drill,Fluke,1790,271,453,2167.8,4.8,207,3,35,3,629.0,2
Pneumatic Drill,Bosch,268,239,437,1415.9,3.2,204,0,62,3,26.8,19
Multimeter,Snap-on,216,294,38,279.2,7.3,8,0,76,2,21.6,22
Pneumatic Drill,Bosch,1348,170,426,2392.8,5.6,166,0,94,3,134.8,-6
Hydraulic Pump,Fluke,779,202,79,392.4,5.0,53,0,52,2,77.9,-2
Pneumatic Drill,Snap-on,125,90,225,939.7,4.2,129,0,38,3,12.5,49
Multimeter,Makita,703,333,53,356.2,6.7,13,0,39,2,70.3,-3
Hydraulic Pump,Snap-on,1691,145,47,168.5,3.6,18,1,59,2,319.1,16
Borescope,Facom,50,83,84,232.3,2.8,60,0,26,2,5.0,92
Borescope,Facom,768,144,146,209.0,1.4,68,0,10,2,76.8,26
Pneumatic Drill,Fluke,579,82,371,2442.0,6.6,243,0,74,3,57.9,78
Borescope,Bosch,545,297,47,434.6,9.2,16,2,27,2,354.5,-8
Pneumatic Drill,Bosch,811,88,235,1868.9,8.0,47,1,87,3,231.1,52
Pneumatic Drill,Makita,362,357,359,1552.2,4.3,161,0,61,3,36.2,10
Pneumatic Drill,Facom,1119,105,254,841.9,3.3,144,2,50,3,411.9,25
Hydraulic Pump,Bosch,592,21,113,1161.7,10.3,72,0,40,2,59.2,128
Multimeter,Fluke,179,347,119,870.8,7.3,89,1,52,2,167.9,1
Hydraulic Pump,Bosch,395,342,50,415.8,8.3,29,0,7,2,39.5,-4
Pneumatic Drill,Makita,1194,24,358,2708.1,7.6,229,2,41,3,419.4,106
Borescope,Snap-on,155,110,76,537.1,7.1,57,0,29,2,15.5,42
Hydraulic Pump,Bosch,263,54,82,294.4,3.6,25,0,80,2,26.3,134
Multimeter,Makita,971,109,66,556.5,8.4,41,4,85,2,697.1,20
Multimeter,Facom,755,358,117,714.2,6.1,27,1,97,2,225.5,6
Multimeter,Makita,1145,354,62,82.7,1.3,16,2,52,2,414.5,18
Pneumatic Drill,Makita,785,283,230,748.0,3.3,106,1,33,3,228.5,-7
Borescope,Facom,836,149,66,197.0,3.0,26,2,37,2,383.6,46
Multimeter,Facom,854,93,97,568.7,5.9,57,1,16,2,235.4,72
Hydraulic Pump,Makita,233,59,133,1134.9,8.5,27,0,56,2,23.3,80
Borescope,Fluke,785,213,129,1015.8,7.9,99,1,71,2,228.5,-2
Hydraulic Pump,Snap-on,1622,226,47,512.0,10.9,22,1,98,2,312.2,14
Multimeter,Makita,882,315,123,1236.3,10.1,65,1,58,2,238.2,10
Borescope,Facom,428,134,49,284.9,5.8,14,2,85,2,342.8,40
Digital Torque Wrench,Fluke,1724,92,88,150.4,1.7,36,0,51,5,172.4,63
Hydraulic Pump,Facom,696,337,99,902.6,9.1,76,0,29,2,69.6,13
Pneumatic Drill,Snap-on,1117,71,243,1253.8,5.2,65,0,65,3,111.7,59
Borescope,Makita,774,271,83,537.3,6.5,51,1,84,2,227.4,2
Borescope,Makita,1622,5,34,265.3,7.8,9,2,38,2,462.2,141
Hydraulic Pump,Makita,118,90,19,89.5,4.7,4,0,93,2,11.8,64
Digital Torque Wrench,Snap-on,43,244,185,517.1,2.8,85,1,70,5,154.3,-6
Multimeter,Fluke,1246,247,138,1246.9,9.0,59,2,62,2,424.6,-5
Borescope,Fluke,1209,277,100,112.6,1.1,44,1,4,2,270.9,-8
Pneumatic Drill,Makita,1658,84,404,1637.8,4.1,114,1,32,3,315.8,56
Multimeter,Facom,1025,169,119,405.5,3.4,36,2,75,2,402.5,-7
Multimeter,Snap-on,996,143,46,312.1,6.8,36,0,57,2,99.6,51
Digital Torque Wrench,Snap-on,1726,202,90,272.6,3.0,32,0,80,5,172.6,-4
Digital Torque Wrench,Bosch,918,334,28,105.8,3.8,9,0,9,5,91.8,17
Hydraulic Pump,Bosch,1448,196,35,138.7,4.0,11,6,61,2,1044.8,-4
Pneumatic Drill,Fluke,850,86,108,793.9,7.4,26,2,102,3,385.0,59
Digital Torque Wrench,Facom,335,279,113,364.0,3.2,75,0,21,5,33.5,12
Hydraulic Pump,Facom,664,156,12,12.8,1.1,7,0,37,2,66.4,28
Pneumatic Drill,Fluke,1369,118,155,684.2,4.4,83,7,112,3,1186.9,-1
Multimeter,Fluke,1825,80,71,86.1,1.2,36,1,34,2,332.5,95
Digital Torque Wrench,Makita,1640,170,90,250.0,2.8,36,1,48,5,314.0,2
Multimeter,Snap-on,282,237,129,291.5,2.3,86,1,75,2,178.2,6
Borescope,Snap-on,1504,17,56,512.3,9.1,17,2,31,2,450.4,115
Hydraulic Pump,Facom,571,296,77,358.9,4.7,24,1,5,2,207.1,11
Digital Torque Wrench,Fluke,478,23,74,195.3,2.6,23,1,20,5,197.8,172
Hydraulic Pump,Snap-on,1613,158,77,467.4,6.1,16,0,1,2,161.3,-2
Digital Torque Wrench,Fluke,852,21,94,49.1,0.5,31,1,42,5,235.2,160
Hydraulic Pump,Snap-on,309,96,118,1147.3,9.7,63,0,16,2,30.9,53
Digital Torque Wrench,Fluke,860,261,21,82.1,3.9,9,3,96,5,536.0,17
Digital Torque Wrench,Fluke,1023,1,79,223.8,2.8,36,1,12,5,252.3,172
Multimeter,Facom,1719,320,66,781.9,11.8,50,1,1,2,321.9,7
Multimeter,Bosch,762,286,101,257.3,2.5,73,0,74,2,76.2,22
Digital Torque Wrench,Snap-on,453,310,36,94.4,2.6,19,0,16,5,45.3,3
Pneumatic Drill,Facom,712,27,135,1053.8,7.8,48,0,104,3,71.2,104
Multimeter,Makita,826,195,148,912.6,6.2,78,1,37,2,232.6,-4
Multimeter,Facom,678,118,35,291.4,8.3,21,4,72,2,667.8,27
Pneumatic Drill,Fluke,1338,151,207,1271.2,6.1,88,0,109,3,133.8,-8
Multimeter,Bosch,989,342,92,146.1,1.6,28,0,71,2,98.9,-2
Digital Torque Wrench,Facom,608,147,45,92.8,2.1,34,0,31,5,60.8,34
Borescope,Bosch,1292,92,137,1559.6,11.4,44,1,83,2,279.2,28
Hydraulic Pump,Fluke,55,10,129,1268.7,9.8,64,0,12,2,5.5,130
Borescope,Facom,784,250,40,476.5,11.9,20,0,11,2,78.4,7
Hydraulic Pump,Facom,130,135,135,1328.9,9.8,92,1,84,2,163.0,-6
Hydraulic Pump,Snap-on,178,157,140,1571.8,11.2,43,1,54,2,167.8,6
Borescope,Fluke,1557,3,33,133.4,4.0,19,0,80,2,155.7,171
Multimeter,Facom,63,293,66,784.6,11.9,16,0,19,2,6.3,9
Pneumatic Drill,Facom,1248,282,256,1626.0,6.4,144,3,92,3,574.8,-2
Digital Torque Wrench,Facom,499,63,131,140.8,1.1,63,1,73,5,199.9,127
Multimeter,Facom,1300,235,25,214.9,8.6,10,2,65,2,430.0,-4
Hydraulic Pump,Bosch,1584,303,126,148.4,1.2,40,3,72,2,608.4,-3
Multimeter,Makita,569,132,77,423.1,5.5,37,1,88,2,206.9,24
Hydraulic Pump,Snap-on,1659,242,116,1195.2,10.3,80,1,23,2,315.9,22
Borescope,Makita,947,70,111,997.3,9.0,86,2,70,2,394.7,73
Pneumatic Drill,Bosch,37,142,486,2447.1,5.0,130,0,36,3,3.7,-5
Digital Torque Wrench,Bosch,589,198,192,409.6,2.1,83,0,26,5,58.9,-6
Hydraulic Pump,Snap-on,837,141,99,848.5,8.6,52,0,73,2,83.7,20
Pneumatic Drill,Snap-on,1756,146,316,1229.1,3.9,183,3,32,3,625.6,18
Multimeter,Bosch,908,225,98,360.9,3.7,31,0,66,2,90.8,2
Digital Torque Wrench,Bosch,1628,144,169,204.5,1.2,98,1,66,5,312.8,3
Hydraulic Pump,Bosch,271,226,89,477.0,5.4,48,0,43,2,27.1,20
Digital Torque Wrench,Snap-on,561,180,60,181.8,3.0,22,0,55,5,56.1,-6
Digital Torque Wrench,Facom,1507,244,93,150.6,1.6,67,0,91,5,150.7,-6
Digital Torque Wrench,Snap-on,66,303,72,248.7,3.5,20,0,47,5,6.6,19
Borescope,Snap-on,554,311,132,885.1,6.7,83,3,0,2,505.4,6
Digital Torque Wrench,Facom,1207,97,45,169.7,3.8,32,3,58,5,570.7,23
Digital Torque Wrench,Snap-on,821,134,97,206.2,2.1,72,0,60,5,82.1,48
Multimeter,Bosch,1719,241,33,79.5,2.4,22,3,31,2,621.9,18
Borescope,Bosch,616,97,53,380.4,7.2,23,0,37,2,61.6,96
Borescope,Makita,1282,288,23,123.2,5.4,11,4,14,2,728.2,-6
Multimeter,Makita,1612,151,17,176.7,10.4,4,1,80,2,311.2,13
Digital Torque Wrench,Makita,235,316,193,347.0,1.8,87,1,44,5,173.5,-7
Pneumatic Drill,Facom,240,329,399,1762.7,4.4,257,2,93,3,324.0,15
Multimeter,Facom,1090,212,123,430.5,3.5,91,1,93,2,259.0,17
Multimeter,Makita,1114,332,137,750.3,5.5,65,0,77,2,111.4,9
Borescope,Fluke,1319,303,66,531.8,8.1,35,3,36,2,581.9,-8
Pneumatic Drill,Snap-on,1596,349,100,777.3,7.8,64,3,96,3,609.6,21
Borescope,Fluke,1290,77,53,236.4,4.5,29,3,54,2,579.0,55
Hydraulic Pump,Snap-on,556,40,124,1486.3,12.0,50,1,25,2,205.6,111
Pneumatic Drill,Snap-on,462,352,155,764.8,4.9,69,0,83,3,46.2,0
Pneumatic Drill,Fluke,308,93,170,1069.4,6.3,103,0,94,3,30.8,31
Multimeter,Facom,788,109,22,93.3,4.2,13,0,92,2,78.8,40
Digital Torque Wrench,Makita,1710,156,150,142.4,0.9,61,2,12,5,471.0,8
Digital Torque Wrench,Makita,1144,162,119,296.3,2.5,38,0,30,5,114.4,-3
Borescope,Bosch,226,257,146,945.5,6.5,115,1,63,2,172.6,13
Pneumatic Drill,Bosch,1045,355,107,626.2,5.9,44,0,47,3,104.5,-7
Hydraulic Pump,Bosch,376,305,64,709.8,11.1,20,0,100,2,37.6,17
Pneumatic Drill,Bosch,144,172,130,407.2,3.1,43,1,72,3,164.4,7
Digital Torque Wrench,Makita,682,340,186,138.2,0.7,71,1,34,5,218.2,9
Digital Torque Wrench,Bosch,72,50,44,140.0,3.2,32,0,36,5,7.2,142
Borescope,Bosch,555,337,62,408.0,6.6,13,0,85,2,55.5,6
Multimeter,Facom,209,326,18,123.5,6.9,7,1,60,2,170.9,-1
Multimeter,Bosch,1360,229,145,280.8,1.9,88,0,49,2,136.0,-5
Multimeter,Snap-on,515,183,21,153.8,7.3,6,0,92,2,51.5,-1
Pneumatic Drill,Makita,1035,173,245,1904.9,7.8,102,2,65,3,403.5,21
Hydraulic Pump,Makita,1423,94,130,1140.0,8.8,82,0,19,2,142.3,44
Borescope,Bosch,1528,197,103,547.2,5.3,53,1,24,2,302.8,13
Digital Torque Wrench,Makita,1095,17,169,639.1,3.8,69,2,51,5,409.5,111
Pneumatic Drill,Fluke,675,320,295,2169.1,7.4,166,1,38,3,217.5,-2
Pneumatic Drill,Makita,1083,116,328,662.1,2.0,211,4,106,3,708.3,-5
Pneumatic Drill,Fluke,1170,140,286,1831.6,6.4,87,2,117,3,417.0,11
Borescope,Fluke,129,216,69,825.7,12.0,30,0,36,2,12.9,12
Hydraulic Pump,Fluke,295,306,92,532.8,5.8,35,1,27,2,179.5,-3
Digital Torque Wrench,Bosch,635,9,97,106.6,1.1,50,3,26,5,513.5,144
Pneumatic Drill,Snap-on,620,333,354,2643.0,7.5,104,0,110,3,62.0,-2
Borescope,Snap-on,662,192,136,1364.8,10.0,31,1,91,2,216.2,1
Multimeter,Bosch,1334,342,105,1197.5,11.4,61,0,84,2,133.4,9
Digital Torque Wrench,Fluke,145,43,173,99.1,0.6,75,0,95,5,14.5,115
Pneumatic Drill,Makita,1705,3,324,1018.4,3.1,125,1,94,3,320.5,113
Pneumatic Drill,Bosch,1409,10,134,564.9,4.2,86,3,88,3,590.9,74
Hydraulic Pump,Snap-on,750,106,88,549.2,6.2,63,0,57,2,75.0,47
Borescope,Makita,1482,118,57,669.5,11.7,36,1,67,2,298.2,13
Multimeter,Bosch,73,322,82,98.9,1.2,28,0,90,2,7.3,-2
Multimeter,Bosch,1000,141,67,107.2,1.6,22,0,20,2,100.0,50
Multimeter,Facom,1280,116,127,625.0,4.9,94,1,78,2,278.0,14
Pneumatic Drill,Facom,368,133,220,919.1,4.2,169,1,100,3,186.8,11
Multimeter,Fluke,1816,219,25,252.7,10.1,10,0,42,2,181.6,13
Hydraulic Pump,Makita,1810,8,23,51.9,2.3,10,2,67,2,481.0,149
Pneumatic Drill,Snap-on,1642,316,138,1055.6,7.6,60,1,29,3,314.2,18
Pneumatic Drill,Snap-on,1253,269,400,2854.9,7.1,223,1,71,3,275.3,18
Pneumatic Drill,Fluke,89,324,352,1644.4,4.7,256,1,64,3,158.9,-2
Digital Torque Wrench,Bosch,998,51,26,58.3,2.2,7,2,40,5,399.8,129
Multimeter,Bosch,346,244,21,24.5,1.2,9,0,35,2,34.6,18
Pneumatic Drill,Facom,1452,189,460,3672.7,8.0,152,1,94,3,295.2,9
Borescope,Snap-on,519,48,14,16.4,1.2,10,1,22,2,201.9,136
Borescope,Facom,1260,334,138,1016.5,7.4,45,3,44,2,576.0,21
Digital Torque Wrench,Facom,536,173,28,74.2,2.7,11,0,79,5,53.6,-6
Multimeter,Makita,335,277,131,164.1,1.3,103,1,23,2,183.5,4
Multimeter,Facom,988,118,110,299.2,2.7,72,2,29,2,398.8,71
Pneumatic Drill,Fluke,176,334,200,1063.8,5.3,87,1,86,3,167.6,14
Hydraulic Pump,Makita,406,276,91,591.5,6.5,51,1,9,2,190.6,-4
Digital Torque Wrench,Facom,564,362,146,569.1,3.9,101,1,29,5,206.4,13
Borescope,Fluke,1491,177,23,125.9,5.5,12,0,88,2,149.1,19
Hydraulic Pump,Makita,342,117,126,306.4,2.4,37,1,50,2,184.2,63
Borescope,Bosch,552,93,97,105.0,1.1,64,0,76,2,55.2,96
Hydraulic Pump,Facom,893,324,140,311.8,2.2,31,0,9,2,89.3,8
Hydraulic Pump,Snap-on,46,249,24,281.5,11.7,10,1,12,2,154.6,9
Multimeter,Makita,780,350,36,409.5,11.4,28,0,87,2,78.0,11
Pneumatic Drill,Bosch,893,327,248,1705.8,6.9,109,1,38,3,239.3,9
Pneumatic Drill,Bosch,1604,95,93,326.9,3.5,36,4,29,3,760.4,17
Digital Torque Wrench,Makita,1704,48,165,498.5,3.0,81,3,54,5,620.4,64
Pneumatic Drill,Snap-on,1453,49,476,1147.9,2.4,218,2,42,3,445.3,94
Hydraulic Pump,Snap-on,1749,86,22,32.5,1.5,7,0,18,2,174.9,73
Hydraulic Pump,Facom,1718,206,27,214.0,7.9,14,1,8,2,321.8,11
Pneumatic Drill,Fluke,532,292,326,1833.9,5.6,234,1,22,3,203.2,-7
Multimeter,Snap-on,468,7,18,58.9,3.3,10,0,92,2,46.8,157
Borescope,Snap-on,718,145,61,177.0,2.9,46,2,90,2,371.8,9
Hydraulic Pump,Bosch,1274,267,15,33.4,2.2,7,0,81,2,127.4,3
Pneumatic Drill,Facom,468,233,353,1108.8,3.1,158,1,32,3,196.8,-4
Pneumatic Drill,Fluke,1543,266,326,2565.1,7.9,209,3,62,3,604.3,20
Multimeter,Facom,375,43,64,162.4,2.5,22,0,51,2,37.5,149
Borescope,Fluke,1017,333,122,707.8,5.8,36,0,77,2,101.7,22
Hydraulic Pump,Fluke,776,68,37,75.2,2.0,27,1,54,2,227.6,126
Borescope,Makita,213,335,52,106.3,2.0,27,0,83,2,21.3,10
Hydraulic Pump,Makita,1463,108,120,688.8,5.7,86,1,62,2,296.3,15
Pneumatic Drill,Makita,925,4,319,1473.6,4.6,183,2,87,3,392.5,136
Borescope,Snap-on,500,146,29,62.8,2.2,21,1,42,2,200.0,21
Hydraulic Pump,Bosch,1806,221,49,348.6,7.1,24,1,96,2,330.6,9
Pneumatic Drill,Fluke,1499,268,229,936.6,4.1,161,1,95,3,299.9,22
Pneumatic Drill,Snap-on,1366,76,218,725.9,3.3,96,2,44,3,436.6,55
Pneumatic Drill,Bosch,953,99,402,2225.5,5.5,170,0,76,3,95.3,51
Digital Torque Wrench,Facom,79,141,155,588.3,3.8,110,0,33,5,7.9,4
Pneumatic Drill,Makita,38,103,302,2272.6,7.5,151,1,107,3,153.8,23
Hydraulic Pump,Facom,1651,308,82,852.2,10.4,62,3,31,2,615.1,0
Pneumatic Drill,Facom,159,127,497,3043.3,6.1,269,1,83,3,165.9,-4
Digital Torque Wrench,Fluke,904,264,111,279.1,2.5,49,1,22,5,240.4,3
Digital Torque Wrench,Snap-on,693,197,173,256.2,1.5,55,1,73,5,219.3,8
Hydraulic Pump,Fluke,1249,279,10,96.7,9.7,3,2,69,2,424.9,5
Borescope,Fluke,142,350,11,93.5,8.5,3,0,82,2,14.2,-8
Pneumatic Drill,Facom,775,32,288,2157.4,7.5,156,1,113,3,227.5,91
Hydraulic Pump,Makita,95,324,146,1245.0,8.5,69,0,78,2,9.5,-3
Multimeter,Fluke,392,361,93,210.1,2.3,60,1,13,2,189.2,9
Borescope,Bosch,1134,83,50,233.8,4.7,20,2,33,2,413.4,74
Digital Torque Wrench,Facom,639,263,83,91.3,1.1,38,0,51,5,63.9,18
Pneumatic Drill,Bosch,1320,34,299,2342.6,7.8,60,0,113,3,132.0,75
Digital Torque Wrench,Snap-on,843,199,159,395.0,2.5,121,1,93,5,234.3,-1
Multimeter,Facom,1618,174,80,586.4,7.3,22,1,85,2,311.8,0
Pneumatic Drill,Snap-on,891,7,495,1788.5,3.6,352,1,57,3,239.1,152
Hydraulic Pump,Snap-on,619,146,35,378.9,10.8,7,0,2,2,61.9,49
Digital Torque Wrench,Snap-on,109,159,141,233.1,1.7,52,1,19,5,160.9,7
Digital Torque Wrench,Snap-on,635,135,112,255.0,2.3,85,2,29,5,363.5,36
Borescope,Snap-on,664,134,50,351.5,7.0,17,0,89,2,66.4,38
Hydraulic Pump,Fluke,897,52,58,231.1,4.0,45,0,63,2,89.7,123
Multimeter,Bosch,1619,255,79,458.0,5.8,40,0,94,2,161.9,18
Digital Torque Wrench,Bosch,101,141,99,264.6,2.7,35,2,91,5,310.1,23
Hydraulic Pump,Fluke,369,54,132,693.6,5.3,73,0,71,2,36.9,103
Digital Torque Wrench,Bosch,68,223,121,158.1,1.3,39,0,85,5,6.8,15
Multimeter,Bosch,1032,287,91,983.9,10.8,67,0,40,2,103.2,-6
Hydraulic Pump,Snap-on,80,112,150,908.3,6.1,65,0,43,2,8.0,36
Multimeter,Facom,861,319,115,619.8,5.4,25,1,17,2,236.1,-6
Hydraulic Pump,Bosch,55,362,76,614.6,8.1,32,0,74,2,5.5,15
Pneumatic Drill,Facom,620,278,298,983.9,3.3,110,0,102,3,62.0,14
Hydraulic Pump,Makita,1263,338,28,147.1,5.3,15,1,13,2,276.3,16
Hydraulic Pump,Snap-on,412,301,129,1545.8,12.0,67,1,98,2,191.2,4
Pneumatic Drill,Snap-on,631,365,275,1825.4,6.6,71,0,107,3,63.1,21
Multimeter,Snap-on,108,139,67,257.4,3.8,16,0,37,2,10.8,55
Borescope,Facom,1659,251,43,233.7,5.4,31,0,92,2,165.9,-7
Multimeter,Bosch,576,11,62,604.7,9.8,29,1,70,2,207.6,140
Borescope,Fluke,194,132,138,1466.8,10.6,63,0,2,2,19.4,4
Hydraulic Pump,Facom,496,360,54,376.7,7.0,21,2,94,2,349.6,-3
Multimeter,Snap-on,1063,51,45,215.6,4.8,9,1,90,2,256.3,99
Hydraulic Pump,Facom,1422,51,115,1038.2,9.0,46,0,26,2,142.2,90
Hydraulic Pump,Makita,440,346,93,565.5,6.1,40,1,41,2,194.0,-2
Pneumatic Drill,Makita,444,123,269,1924.7,7.2,187,1,67,3,194.4,20
Digital Torque Wrench,Bosch,1474,60,82,42.3,0.5,34,0,14,5,147.4,86
Hydraulic Pump,Bosch,1464,297,92,667.1,7.3,67,1,8,2,296.4,20
Borescope,Makita,270,235,79,320.8,4.1,40,0,18,2,27.0,-1
Pneumatic Drill,Fluke,1772,144,434,1551.2,3.6,127,3,47,3,627.2,14
Pneumatic Drill,Snap-on,1117,167,391,1176.3,3.0,85,3,21,3,561.7,-6
Pneumatic Drill,Snap-on,1012,56,424,1793.5,4.2,248,3,35,3,551.2,31
Pneumatic Drill,Makita,1641,186,65,221.8,3.4,50,3,93,3,614.1,13
Hydraulic Pump,Facom,529,226,143,1705.9,11.9,37,1,2,2,202.9,-6
Pneumatic Drill,Bosch,630,329,253,1598.0,6.3,113,0,53,3,63.0,-2
Hydraulic Pump,Bosch,1505,263,12,94.4,7.9,5,0,78,2,150.5,-4
Hydraulic Pump,Makita,1651,188,58,651.7,11.2,17,3,27,2,615.1,-3
Borescope,Makita,1738,180,112,220.9,2.0,58,1,61,2,323.8,2
Digital Torque Wrench,Facom,758,310,20,13.8,0.7,13,0,63,5,75.8,11
Digital Torque Wrench,Facom,401,167,189,394.1,2.1,91,0,1,5,40.1,4
Pneumatic Drill,Facom,98,50,334,1761.2,5.3,204,1,118,3,159.8,72
Multimeter,Snap-on,371,347,38,309.9,8.2,21,1,96,2,187.1,22
Borescope,Snap-on,404,222,94,1099.6,11.7,57,0,53,2,40.4,-5
Hydraulic Pump,Makita,1558,243,17,127.2,7.5,7,2,25,2,455.8,-7
Pneumatic Drill,Snap-on,766,184,293,1887.6,6.4,225,0,24,3,76.6,-6
Digital Torque Wrench,Bosch,1617,45,132,214.8,1.6,59,0,86,5,161.7,89
Digital Torque Wrench,Fluke,658,41,90,215.7,2.4,57,1,52,5,215.8,147
Digital Torque Wrench,Fluke,1023,66,126,394.0,3.1,65,0,10,5,102.3,86
Borescope,Snap-on,790,88,150,1652.2,11.0,69,0,46,2,79.0,64
Digital Torque Wrench,Fluke,1164,247,39,126.1,3.2,12,0,71,5,116.4,13
Hydraulic Pump,Bosch,267,20,44,352.4,8.0,22,0,11,2,26.7,153
Hydraulic Pump,Facom,375,74,96,144.9,1.5,46,1,16,2,187.5,97
Digital Torque Wrench,Fluke,540,110,95,62.8,0.7,29,0,37,5,54.0,72
Hydraulic Pump,Fluke,1137,160,147,1309.3,8.9,37,2,62,2,413.7,-5
Pneumatic Drill,Fluke,130,304,213,533.9,2.5,70,0,112,3,13.0,10
Digital Torque Wrench,Makita,1742,97,66,42.6,0.6,36,0,28,5,174.2,49
Digital Torque Wrench,Fluke,718,265,189,232.8,1.2,75,1,30,5,221.8,3
Borescope,Snap-on,126,133,119,757.1,6.4,29,0,43,2,12.6,13
Multimeter,Makita,376,285,109,308.5,2.8,44,1,63,2,187.6,-5
Digital Torque Wrench,Bosch,699,302,67,63.1,0.9,26,1,64,5,219.9,21
Pneumatic Drill,Makita,1569,193,174,442.2,2.5,45,0,53,3,156.9,3
Pneumatic Drill,Facom,174,273,364,1146.4,3.1,81,0,77,3,17.4,18
Hydraulic Pump,Fluke,793,227,89,109.3,1.2,52,1,100,2,229.3,6
Pneumatic Drill,Facom,1437,145,416,2270.8,5.5,253,1,101,3,293.7,12
Digital Torque Wrench,Bosch,1596,356,101,302.6,3.0,74,1,21,5,309.6,19
Multimeter,Facom,1715,189,42,150.5,3.6,29,0,8,2,171.5,20
Digital Torque Wrench,Fluke,426,222,32,52.2,1.6,25,0,26,5,42.6,2
Borescope,Bosch,134,153,141,714.8,5.1,111,0,21,2,13.4,22
Borescope,Snap-on,1611,302,134,1233.4,9.2,37,0,23,2,161.1,14
Hydraulic Pump,Facom,375,254,33,169.5,5.1,23,1,42,2,187.5,3
Digital Torque Wrench,Facom,211,226,120,432.2,3.6,89,0,41,5,21.1,-8
Hydraulic Pump,Snap-on,501,205,16,123.7,7.7,7,0,15,2,50.1,16
Digital Torque Wrench,Facom,1597,267,193,728.7,3.8,148,1,1,5,309.7,18
Multimeter,Makita,427,300,112,177.4,1.6,32,0,45,2,42.7,5
Pneumatic Drill,Facom,864,52,252,1206.9,4.8,88,1,28,3,236.4,95
Digital Torque Wrench,Makita,1316,342,41,26.2,0.6,22,0,21,5,131.6,-3
Pneumatic Drill,Snap-on,1389,217,163,993.2,6.1,80,2,36,3,438.9,4
Digital Torque Wrench,Bosch,1149,57,157,593.9,3.8,115,0,22,5,114.9,84
Borescope,Makita,1059,266,113,226.6,2.0,82,0,85,2,105.9,20
Hydraulic Pump,Fluke,633,149,142,1591.1,11.2,100,1,10,2,213.3,16
Borescope,Fluke,199,27,67,103.8,1.5,33,0,12,2,19.9,138
Borescope,Fluke,1078,165,106,625.6,5.9,63,1,42,2,257.8,4
Pneumatic Drill,Facom,882,2,79,288.4,3.7,26,0,95,3,88.2,160
Hydraulic Pump,Bosch,1652,202,131,981.3,7.5,74,1,16,2,315.2,1
Borescope,Fluke,493,119,93,341.6,3.7,38,1,68,2,199.3,74
Borescope,Snap-on,75,181,85,617.4,7.3,56,0,90,2,7.5,9
Borescope,Fluke,1611,121,15,91.7,6.1,3,2,73,2,461.1,47
